ProjectID|BuildingID|BedroomSize|MaxAllowableIncome|TotalUnits|MedianInitialLegalRent|HighInitialLegalRent|LowInitialLegalRent|MedianActualRent|HighActualRent|LowActualRent
48660|65833|4-BR|111%-120%|4|1336|1336|1336|||
48660|65833|5-BR|111%-120%|3||||||
48660|119798|3-BR|111%-120%|25|1136|1136|1136|||
48660|119798|4-BR|111%-120%|8|1336|1336|1336|||
48660|119798|5-BR|111%-120%|1||||||
48660|119759|5-BR|111%-120%|8||||||
48625|362389|1-BR|41%-50%|1||||||
48625|362389|1-BR|51%-60%|4||||||
48625|362389|2-BR|51%-60%|8||||||
48625|362389|3-BR|51%-60%|6||||||
48625|339245|2-BR|41%-50%|4||||||
48625|339245|2-BR|51%-60%|4||||||
48625|338754|1-BR|41%-50%|2||||||
48625|338754|1-BR|51%-60%|4||||||
48625|338754|1-BR|Super|1||||||
48625|338754|2-BR|41%-50%|4||||||
48625|338754|2-BR|51%-60%|8||||||
48625|338754|3-BR|51%-60%|1||||||
48625|232147|1-BR|51%-60%|4||||||
48625|849296|1-BR|41%-50%|3||||||
48625|849296|1-BR|51%-60%|21||||||
48625|849296|1-BR|Super|1||||||
48625|849296|2-BR|51%-60%|4||||||
48625|849296|3-BR|51%-60%|3||||||
48632|5374|1-BR|111%-120%|14|871.5|971|772|928|1040|772
48632|5374|2-BR|111%-120%|5||||1060|1103|993
48632|5374|Studio|111%-120%|5|780|884|676|772|884|676
48632|5376|1-BR|111%-120%|10|928|928|928|950|988|928
48632|5376|2-BR|111%-120%|7||||1096|1196|1060
48632|5376|4-BR|111%-120%|2||||1055.5|1067|1044
48632|5376|Studio|111%-120%|6|721|725|717|772.5|1103|717
48632|5379|1-BR|111%-120%|9|1006.5|1025|988|966|1025|776
48632|5379|2-BR|111%-120%|10|1035|1040|1030|1060|1355|993
48632|5379|Studio|111%-120%|6|706|706|706|736|1141|701
48632|5381|1-BR|111%-120%|10|908.5|934|883|951|1030|883
48632|5381|2-BR|111%-120%|10||||1103|1234|1060
48632|5381|Studio|111%-120%|5||||790|917|690
44350|928130|1-BR|0%-30%|12||||1309|1309|378
44350|928130|1-BR|31%-40%|11||||522|522|522
44350|928130|1-BR|41%-50%|19||||666|666|666
44350|928130|1-BR|51%-60%|18||||810|810|810
44350|928130|2-BR|Super|1||||||
48634|5380|1-BR|111%-120%|9|1130|1130|1130|764|1276|400
48634|5380|2-BR|111%-120%|10|990|990|990|975.5|1605|584
48634|5380|Studio|111%-120%|6||||862.5|1510|324
48634|803993|1-BR|111%-120%|10|1072|1150|1039|760.5|1150|384
48634|803993|2-BR|111%-120%|10||||871|1170|703
48634|803993|Studio|111%-120%|5|809|961|788|809|961|788
48897|8023|3-BR|111%-120%|7||||442|447|389
48897|8023|4-BR|111%-120%|9||||442|548|442
47772|9980|1-BR|111%-120%|6||||390|390|390
47772|9980|2-BR|111%-120%|27||||650|780|390
47772|9980|2-BR|Super|1||||||
47772|9980|3-BR|111%-120%|5||||780|780|780
48788|9827|1-BR|41%-50%|4||||562|1000|514
48788|9827|2-BR|41%-50%|2||||731|731|731
48788|9827|Studio|41%-50%|6||||566|731|401
48657|115745|1-BR|111%-120%|14||||||
48657|115745|1-BR|Non-Restricted|1||||||
48657|115745|2-BR|111%-120%|32||||||
48657|115745|3-BR|111%-120%|22||||||
48657|88530|1-BR|111%-120%|16||||||
48657|88530|2-BR|111%-120%|33||||||
48657|88530|3-BR|111%-120%|11||||||
48657|88527|1-BR|111%-120%|13||||||
48657|88527|2-BR|111%-120%|26||||||
48657|88527|3-BR|111%-120%|10||||||
48657|118659|2-BR|111%-120%|10||||||
48902|88267|1-BR|111%-120%|4||||620.5|950|541
48902|88267|2-BR|111%-120%|7||||695|695|695
48902|88267|3-BR|111%-120%|4||||850|850|850
48895|57674|1-BR|111%-120%|1|886|886|886|739|739|739
48895|57674|2-BR|111%-120%|11|1170|1365|556|942|1073|700
48895|806382|1-BR|111%-120%|1|836|836|836|762|762|762
48895|806382|2-BR|111%-120%|10|1117|1400|564|946.5|985|875
48895|806382|2-BR||1|718|718|718|||
48895|806379|1-BR|111%-120%|1|931|931|931|805|805|805
48895|806379|2-BR|111%-120%|11|1160|1397|552|988|1155|926
48895|806380|1-BR|111%-120%|1|578|578|578|||
48895|806380|2-BR|111%-120%|11|1144|1294|541|935|1040|908
48895|806383|1-BR|111%-120%|1|979|979|979|742|742|742
48895|806383|2-BR|111%-120%|11|1155|1351|547|970.5|989|899
48895|806381|1-BR|111%-120%|1|496|496|496|||
48895|806381|2-BR|111%-120%|11|1158|1468|739|973|1088|900
48895|806384|1-BR|111%-120%|1|976|976|976|814|814|814
48895|806384|2-BR|111%-120%|11|1174|1327|548|1007.5|1134|942
48752|110157|1-BR|111%-120%|17||||572|1360|572
48752|110157|2-BR|111%-120%|70||||736|1520|736
48752|110157|3-BR|111%-120%|49||||898|898|898
48752|110157|Studio|111%-120%|1||||572|572|572
47921|943824|1-BR|41%-50%|90|1350|1350|1350|||
47921|943824|Studio|41%-50%|81|1244|1244|1244|||
47921|943824|Studio|Super|1||||||
48726|947852|1-BR|121%-130%|9||||||
48726|947852|1-BR|161%-170%|156||||||
48726|947852|1-BR|41%-50%|39||||||
48726|947852|2-BR|121%-130%|41||||||
48726|947852|2-BR|161%-170%|130||||||
48726|947852|2-BR|41%-50%|44||||||
48726|947852|3-BR|121%-130%|6||||||
48726|947852|3-BR|161%-170%|22||||||
48726|947852|3-BR|41%-50%|7||||||
48726|947852|Studio|121%-130%|71||||||
48726|947852|Studio|161%-170%|65||||||
48726|947852|Studio|41%-50%|29||||||
49143|945536|1-BR|121%-130%|1||||||
49143|945536|1-BR|161%-170%|64||||||
49143|945536|1-BR|41%-50%|17||||||
49143|945536|2-BR|121%-130%|20||||||
49143|945536|2-BR|161%-170%|61||||||
49143|945536|2-BR|41%-50%|20||||||
49143|945536|3-BR|121%-130%|5||||||
49143|945536|3-BR|161%-170%|13||||||
49143|945536|3-BR|41%-50%|5||||||
49143|945536|Studio|121%-130%|34||||||
49143|945536|Studio|161%-170%|44||||||
49143|945536|Studio|41%-50%|22||||||
46299|936841|1-BR|51%-60%|25|844|844|844|||
46299|936841|2-BR|51%-60%|27|1022|1562|1022|||
46299|936841|3-BR|51%-60%|9|1175|2008|1175|||
46299|936841|Studio|31%-40%|18|494|494|494|||
46299|936841|Studio|51%-60%|8|785|1254|785|||
47805|59179|1-BR|51%-60%|11|876|876|876|876|876|823
47805|59179|2-BR|51%-60%|7|1061|1061|1061|1061|1061|460
47805|59179|3-BR|51%-60%|5|1218|1218|1218|1218|1218|1218
47805|59179|Studio|51%-60%|5|816|816|816|816|816|816
47805|59207|1-BR|51%-60%|8|876|876|876|876|876|876
47805|59207|2-BR|51%-60%|17|1061|1061|1061|1061|1061|790
47805|59207|2-BR|Super|1||||||
47805|59207|3-BR|51%-60%|4|1218|1218|1218|1218|1218|1218
47805|59205|1-BR|51%-60%|29|876|876|876|876|876|687
47805|59205|2-BR|51%-60%|1|1061|1061|1061|1061|1061|1061
47805|59205|3-BR|51%-60%|5|1218|1218|1218|1218|1218|1115
47805|59205|Studio|51%-60%|2|938.5|1061|816|868.5|1061|676
47805|806404|1-BR|51%-60%|8|1042.5|1440|913|876|876|876
47805|806404|2-BR|51%-60%|13|1209|1584|728|1061|1061|1061
47805|806404|4-BR|Super|1||||||
47805|806404|Studio|51%-60%|5|926|1235|866|816|816|816
49534|945858|1-BR|51%-60%|36|861|861|861|||
49534|945858|2-BR|51%-60%|41|1042|1042|1042|||
49534|945858|3-BR|51%-60%|7|1196|1196|1196|||
48003|927001|1-BR|51%-60%|24|909|909|909|||
48003|927001|2-BR|51%-60%|78|1101|1101|1101|||
48003|927001|3-BR|51%-60%|18|1263|1263|1263|||
44275|927186|1-BR|0%-30%|1|1344|1344|1344|||
44275|927186|1-BR|41%-50%|1|689|689|689|||
44275|927186|1-BR|51%-60%|2|844|844|844|||
44275|927186|2-BR|0%-30%|4|1499|1499|1499|||
44275|927186|2-BR|41%-50%|4|835|835|835|||
44275|927186|2-BR|51%-60%|7|1022|1022|1022|||
44275|927186|2-BR|Super|1||||||
44275|927186|3-BR|0%-30%|1|1843|1843|1843|||
44275|927186|3-BR|51%-60%|3|1175|1175|1175|||
44369|943963|1-BR|41%-50%|1|689|689|689|||
44369|943963|1-BR|51%-60%|2|844|844|844|||
44369|943963|2-BR|41%-50%|2|1099.5|1364|835|||
44369|943963|2-BR|51%-60%|2|1022|1022|1022|||
44369|927815|1-BR|41%-50%|2|844|844|844|||
44369|927815|1-BR|51%-60%|4|766.5|844|689|||
44369|927815|2-BR|41%-50%|3|1022|1022|835|||
44369|927815|2-BR|51%-60%|5|1022|1364|1022|||
44369|927816|1-BR|41%-50%|2|689|689|689|||
44369|927816|1-BR|51%-60%|3|844|844|844|||
44369|927816|2-BR|41%-50%|1|1364|1364|1364|||
44369|927816|2-BR|Super|1||||||
44369|927814|2-BR|51%-60%|9|1022|1022|1022|||
44369|927814|3-BR|41%-50%|4|1675|1675|1675|||
44258|928027|1-BR|41%-50%|1||||748|748|748
44258|928027|1-BR|51%-60%|5||||909|909|748
44258|928027|2-BR|51%-60%|2||||1101|1101|1101
44258|928027|Studio|41%-50%|2||||696|696|696
44258|927117|1-BR|41%-50%|3||||748|748|748
44258|927117|1-BR|51%-60%|2||||909|909|909
44258|927117|2-BR|51%-60%|2||||1101|1101|1101
44258|927117|Studio|41%-50%|1||||696|696|696
44258|928029|1-BR|41%-50%|2||||748|748|748
44258|928029|1-BR|51%-60%|3||||909|909|909
44258|928029|2-BR|51%-60%|2||||1101|1101|1101
44258|928029|Studio|41%-50%|1||||696|696|696
44258|928028|2-BR|51%-60%|3||||1101|1101|1101
44258|928028|Studio|41%-50%|2||||696|696|696
44362|947316|1-BR|0%-30%|9||||||
44362|947316|1-BR|51%-60%|33||||||
44362|947316|2-BR|0%-30%|14||||||
44362|947316|2-BR|51%-60%|50||||||
44362|947316|3-BR|51%-60%|2||||||
44362|947316|Studio|0%-30%|5||||||
44362|947316|Studio|51%-60%|21||||||
45142|936185|2-BR|Super|1||||||
45142|936185|Studio|51%-60%|43|814|814|814|||
48771|50377|1-BR|51%-60%|5||||||
48771|50377|2-BR|51%-60%|10||||||
48771|50377|2-BR|Super|1||||||
48771|50377|3-BR|51%-60%|4||||||
48771|64911|1-BR|51%-60%|4||||||
48771|64911|2-BR|51%-60%|9||||||
48771|64911|2-BR|Super|1||||||
48771|64911|Studio|51%-60%|1||||||
48771|64901|1-BR|51%-60%|4||||||
48771|64901|2-BR|51%-60%|8||||||
48771|64901|3-BR|51%-60%|1||||||
48771|64901|Studio|51%-60%|2||||||
48771|120457|1-BR|41%-50%|4||||||
48771|120457|1-BR|51%-60%|1||||||
48771|120457|1-BR|Super|1||||||
48771|120457|3-BR|41%-50%|3||||||
48771|120457|3-BR|51%-60%|2||||||
48771|116817|1-BR|51%-60%|6||||||
48771|116817|2-BR|51%-60%|13||||||
48771|116817|Studio|51%-60%|6||||||
48771|113800|1-BR|51%-60%|9||||||
48771|113800|2-BR|51%-60%|8||||||
48771|113800|2-BR|Super|1||||||
48771|56847|2-BR|41%-50%|3||||||
48771|56847|2-BR|51%-60%|3||||||
48771|56847|3-BR|41%-50%|4||||||
48771|56847|3-BR|51%-60%|2||||||
48771|50382|1-BR|51%-60%|6||||||
48771|50382|2-BR|51%-60%|9||||||
48771|50382|Studio|51%-60%|5||||||
48771|806680|1-BR|51%-60%|4||||||
48771|806680|2-BR|51%-60%|17||||||
48771|806680|3-BR|51%-60%|2||||||
48771|806680|Studio|51%-60%|1||||||
48771|120450|2-BR|41%-50%|4||||||
48771|120450|2-BR|51%-60%|2||||||
48771|120450|2-BR|Super|1||||||
48771|120450|Studio|41%-50%|1||||||
48771|116824|1-BR|51%-60%|5||||||
48771|116824|2-BR|51%-60%|13||||||
48771|116824|Studio|51%-60%|3||||||
48771|120458|1-BR|41%-50%|5||||||
48771|120458|3-BR|41%-50%|5||||||
48771|116827|2-BR|51%-60%|15||||||
48771|116827|2-BR|Super|1||||||
48771|116827|3-BR|51%-60%|4||||||
48771|116827|Studio|51%-60%|2||||||
48771|806301|1-BR|51%-60%|4||||||
48771|806301|2-BR|51%-60%|8||||||
48771|806301|3-BR|51%-60%|1||||||
48771|806301|Studio|51%-60%|3||||||
48771|64974|1-BR|51%-60%|9||||||
48771|64974|2-BR|51%-60%|10||||||
48771|64974|Studio|51%-60%|1||||||
48771|806302|1-BR|51%-60%|4||||||
48771|806302|2-BR|51%-60%|8||||||
48771|806302|2-BR|Super|1||||||
48771|806302|3-BR|51%-60%|1||||||
48771|806302|Studio|51%-60%|3||||||
48771|56602|1-BR|51%-60%|2||||||
48771|56602|2-BR|51%-60%|10||||||
48771|120452|2-BR|41%-50%|4||||||
48771|120452|2-BR|51%-60%|3||||||
46076|934663|1-BR|51%-60%|54|844|844|844|||
46076|934663|2-BR|51%-60%|67|1022|1022|1022|||
46076|934663|2-BR|Super|1||||||
46076|934663|3-BR|51%-60%|12|1175|1175|1175|||
48772|928127|1-BR|31%-40%|5||||||
48772|928127|1-BR|41%-50%|12||||||
48772|928127|1-BR|51%-60%|5||||||
48772|928127|2-BR|51%-60%|12||||||
48772|928127|3-BR|31%-40%|4||||||
48772|928127|3-BR|51%-60%|10||||||
48772|928127|4-BR|51%-60%|1||||||
48772|928127|Studio|31%-40%|5||||||
48772|928127|Studio|51%-60%|10||||||
48772|944106|1-BR|31%-40%|12||||||
48772|944106|1-BR|51%-60%|11||||||
48772|944106|2-BR|41%-50%|3||||||
48772|944106|2-BR|51%-60%|12||||||
48772|944106|2-BR|Super|1||||||
48772|944106|3-BR|41%-50%|4||||||
48772|944106|3-BR|51%-60%|4||||||
48772|944106|4-BR|41%-50%|1||||||
48772|944106|Studio|41%-50%|5||||||
48772|944106|Studio|51%-60%|11||||||
48772|944105|1-BR|31%-40%|8||||||
48772|944105|1-BR|51%-60%|5||||||
48772|944105|2-BR|41%-50%|10||||||
48772|944105|2-BR|51%-60%|13||||||
48772|944105|4-BR|31%-40%|1||||||
48772|944105|4-BR|51%-60%|1||||||
48772|944105|Studio|51%-60%|9||||||
45301|945740|1-BR|31%-40%|8||||||
45301|945740|1-BR|51%-60%|33||||||
45301|945740|2-BR|31%-40%|4||||||
45301|945740|2-BR|51%-60%|21||||||
45301|945740|2-BR|Super|1||||||
45301|945740|3-BR|31%-40%|1||||||
45301|945740|3-BR|51%-60%|3||||||
45301|945740|Studio|31%-40%|5||||||
45301|945740|Studio|51%-60%|13||||||
45677|935209|Studio|51%-60%|71||||||
45677|935209|Studio|Super|1||||||
47843|85570|||20||||||
47843|806755|||20||||||
47843|806756|||20||||||
47843|92541|2-BR||5||||||
47843|92541|3-BR|Super|1||||||
47843|92541|3-BR||14||||||
48414|357108|1-BR|51%-60%|1|903|903|903|1010|1010|1010
48414|357108|2-BR|51%-60%|9|903|903|903|738|907|668
48414|357108|3-BR|51%-60%|1|1084|1084|1084|825|825|825
48414|374758|1-BR|51%-60%|1|843|843|843|750|750|750
48414|374758|2-BR|51%-60%|3|903|903|903|825|873|717
48414|374758|3-BR|51%-60%|3|1084|1084|1084|790|1116|770
48414|388891|1-BR|51%-60%|3|843|843|843|650|935|644
48414|388891|2-BR|51%-60%|3|903|903|903|741|897|732
48414|388891|3-BR|51%-60%|1|1084|1084|1084|928|928|928
48414|357086|1-BR|51%-60%|1|843|843|843|622|622|622
48414|357086|2-BR|51%-60%|7|903|904|903|775.5|947|717
48423|208138|1-BR|51%-60%|4|843|843|843|713|848|551
48423|208138|2-BR|51%-60%|8|903|903|903|661|864|607
48423|346868|1-BR|51%-60%|6|843|843|843|731.5|897|669
48423|349494|1-BR|51%-60%|5|843|843|843|619|887|569
48423|349496|1-BR|51%-60%|3|843|843|843|673|687|548
48423|349496|2-BR|51%-60%|3|903|903|903|745.5|833|658
48423|349496|3-BR|51%-60%|1|1084|1084|1084|781|781|781
48540|108503|1-BR|51%-60%|60|1042|1042|1042|1085|1085|1085
48540|108503|2-BR|51%-60%|38|1345|1345|1345|1401|1401|1401
48540|108503||Super|1||||||
45336|937164|1-BR|51%-60%|11|844|844|844|||
45336|937164|2-BR|31%-40%|1|1022|1022|1022|||
45336|937164|2-BR|51%-60%|16|1022|1022|1022|||
45336|937164|3-BR|51%-60%|4|1175|1175|1175|||
45336|937164|Studio|31%-40%|9|640|640|640|||
45336|937164|Studio|51%-60%|7|785|785|640|||
45336|937164||Super|1||||||
44349|927224|1-BR|51%-60%|24||||||
44349|927224|2-BR|51%-60%|36||||||
44349|927224|3-BR|51%-60%|7||||||
44349|927224|Studio|51%-60%|6||||||
44349|927743|1-BR|51%-60%|13||||||
44349|927743|2-BR|41%-50%|2||||||
44349|927743|2-BR|51%-60%|13||||||
44349|927743|3-BR|41%-50%|1||||||
44349|927743|3-BR|51%-60%|1||||||
44349|927743|Studio|51%-60%|3||||||
44336|927188|1-BR|31%-40%|3||||||
44336|927188|1-BR|51%-60%|8||||||
44336|927188|2-BR|31%-40%|4||||||
44336|927188|2-BR|51%-60%|37||||||
44336|927188|Studio|31%-40%|1||||||
44336|927188|Studio|51%-60%|1||||||
44336|927855|1-BR|51%-60%|2||||||
44336|927855|2-BR|31%-40%|5||||||
44336|927855|2-BR|51%-60%|22||||||
44336|927855|3-BR|31%-40%|2||||||
44336|927855|3-BR|51%-60%|4||||||
44336|927855|3-BR|Super|1||||||
44336|927856|1-BR|31%-40%|6||||||
44336|927856|1-BR|51%-60%|17||||||
44336|927856|2-BR|31%-40%|6||||||
44336|927856|2-BR|51%-60%|7||||||
44336|927856|3-BR|31%-40%|1||||||
44336|927856|3-BR|51%-60%|7||||||
44336|927856|Studio|31%-40%|1||||||
44336|927856|Studio|51%-60%|6||||||
45990|952434|1-BR|41%-50%|3|933|933|811|||
45990|952434|1-BR|51%-60%|45|1263|1263|1135|||
45990|952434|2-BR|51%-60%|49|1135|1263|1135|||
45990|952434|3-BR|51%-60%|10|1263|1263|1135|||
44320|926978|1-BR|31%-40%|9|1135|1135|1135|||
44320|926978|1-BR|51%-60%|49|1135|1135|836|||
44320|926978|2-BR|31%-40%|12|1263|1263|644|||
44320|926978|2-BR|51%-60%|43|1263|1263|1012|||
44320|926978|2-BR|Super|1||||||
44320|926978|3-BR|31%-40%|1|738|738|738|||
44320|926978|3-BR|51%-60%|1|1163|1163|1163|||
44320|926978|Studio|31%-40%|7|1049|1049|492|||
44320|926978|Studio|51%-60%|20|1049|1049|1049|||
44403|932936|1-BR|31%-40%|1||||||
44403|932936|1-BR|41%-50%|9||||||
44403|932936|1-BR|51%-60%|26||||||
44403|932936|2-BR|41%-50%|18||||||
44403|932936|2-BR|51%-60%|51||||||
44403|932936|2-BR|Super|1||||||
44403|932936|3-BR|41%-50%|4||||||
44403|932936|3-BR|51%-60%|5||||||
44403|932936|Studio|41%-50%|40||||||
44544|928019|Studio||48|868|868|664|||
44377|927011|2-BR|51%-60%|2|1060|1060|1060|||
44377|927011|Studio|51%-60%|19|816|816|816|||
44377|927011|Studio|Super|1||||||
45206|940450|1-BR|31%-40%|10|1152|1152|1152|533|533|533
45206|940450|1-BR|51%-60%|38|1152|1152|1152|844|844|844
45206|940450|2-BR|31%-40%|14|1282|1282|648|648|648|648
45206|940450|2-BR|51%-60%|54|1282|1282|1022|1022|1022|1022
45206|940450|2-BR|Super|1||||||
45206|940450|3-BR|31%-40%|1|743|743|743|743|743|743
45206|940450|3-BR|51%-60%|1|1174|1174|1174|1174|1174|1174
45206|940450|Studio|31%-40%|4|1065|1065|1065|494|494|494
45206|940450|Studio|51%-60%|17|1065|1065|1065|785|785|785
45578|25214|1-BR|191%-200%|10|2509|2509|2509|||
45578|25214|2-BR|161%-170%|2|3021|3021|3021|||
45578|25214|2-BR|191%-200%|38|3021|3021|3021|||
45578|25214|2-BR|Super|1||||||
45578|25214|3-BR|161%-170%|5|3483|3483|3483|||
45578|25214|Studio|191%-200%|1|1998|1998|1998|||
49281|944555|1-BR|71%-80%|3|908|1069|908|||
49281|944555|1-BR|81%-90%|6|1069|1069|1069|||
49281|944555|2-BR|71%-80%|2|1098|1098|1098|117.5|235|
49281|944555|2-BR|81%-90%|2|1291|1291|1291|||
49281|550156|1-BR|71%-80%|4|908|908|908|249|269|213
49281|550156|1-BR|81%-90%|1|1069|1069|1069|1069|1069|1069
49281|550156|2-BR|71%-80%|2|1098|1098|1098|263|331|195
49281|550156|2-BR|81%-90%|1|1291|1291|1291|1291|1291|1291
49281|550156|Studio|71%-80%|1|716|716|716|716|716|716
49455|42407|2-BR|41%-50%|2|872|872|872|872|872|872
49455|42407|2-BR|51%-60%|4|1132|1132|1132|1132|1132|1132
49455|42407|2-BR|81%-90%|14|1200|1200|1200|1200|1200|1200
49010|346924|2-BR|71%-80%|2|1416|1416|1416|||
49939|529728||111%-120%|1||||||
48640|945034|Studio|41%-50%|8||||||
48640|945034|Studio|51%-60%|35||||||
48049|41031|1-BR|41%-50%|2|700|700|700|||
48049|41031|1-BR|51%-60%|3|861|861|861|||
48049|42401|1-BR|51%-60%|1|861|861|861|861|861|861
48049|42401|2-BR|41%-50%|2|849|849|849|126|252|
48049|42401|2-BR|51%-60%|2|946|1043|849|||
48049|42401|4-BR|41%-50%|2|1092|1092|1092|||
48049|42401|4-BR|51%-60%|2|1092|1092|1092|545.5|1091|
48049|42401|Studio|41%-50%|1|651|651|651|651|651|651
48049|42401|Studio|51%-60%|1|802|802|802|802|802|802
48049|38114|1-BR|41%-50%|3|700|700|700|||
48049|38114|1-BR|51%-60%|1|700|700|700|||
48049|38114|2-BR|51%-60%|4|1043|1043|1043|||
48049|38114|2-BR|Super|1||||||
48049|38114|Studio|51%-60%|1|802|802|802|||
48049|2630|1-BR|41%-50%|5|700|700|700|||
48049|2630|1-BR|51%-60%|3|700|861|700|||
48049|2630|2-BR|141%-150%|3|2263|2263|2263|||
48049|2630|2-BR|41%-50%|3|849|849|849|||
48049|2630|2-BR|51%-60%|3|849|1043|849|||
48049|2630|3-BR|41%-50%|2|972|972|972|||
48049|2630|3-BR|51%-60%|1|972|972|972|||
48049|2630|Studio|141%-150%|1|1750|1750|1750|||
48049|2630|Studio|41%-50%|1|651|651|651|||
48049|2630|Studio|51%-60%|2|802|802|802|||
48049|28357|1-BR|51%-60%|4|861|861|861|||
48049|28357|3-BR|41%-50%|3|972|972|972|||
48049|28357|3-BR|51%-60%|2|972|972|972|||
48049|28357|Studio|51%-60%|1|802|802|802|||
48626|363723|3-BR|111%-120%|3||||||
48626|363723|3-BR|71%-80%|5||||||
48626|214946|1-BR|111%-120%|1||||||
48626|214946|1-BR|71%-80%|1||||||
48626|214946|2-BR|111%-120%|2||||||
48626|214946|Studio|111%-120%|2||||||
48626|214946|Studio|71%-80%|2||||||
48626|197987|1-BR|111%-120%|2||||||
48626|197987|1-BR|71%-80%|5||||||
48626|197987|Studio|71%-80%|1||||||
48626|359983|1-BR|111%-120%|2||||||
49285|947478|1-BR|51%-60%|8||||||
49285|947478|2-BR|51%-60%|3||||||
49285|947478|Studio|51%-60%|5||||||
47861|396594|2-BR|111%-120%|6||||||
47861|396594|2-BR|71%-80%|2||||||
48704|63982|1-BR|51%-60%|4|656.5|732|501|||
48704|63982|2-BR|51%-60%|14|722.5|1361|527|||
48704|63982|2-BR|Super|1||||||
48704|63982|Studio|51%-60%|2|666.5|792|541|||
48704|57040|2-BR|51%-60%|20|851.5|1383|662|839|1383|
48704|57040|Studio|51%-60%|4|764|814|736|764|814|
48704|57048|2-BR|51%-60%|10|746.5|1100|581|746.5|1100|581
48704|57048||Super|1||||||
48748|381140|3-BR|71%-80%|4||||||
48748|381140|3-BR|91%-100%|2||||||
48745|326394||31%-40%|1||||||
48745|326394||41%-50%|1||||||
48745|326394||51%-60%|4||||||
48745|326394||61%-65%|1||||||
48745|326394||81%-90%|2||||||
48738|373715||41%-50%|7||||||
48738|373715||61%-65%|1||||||
48641|946834|Studio|41%-50%|11||||||
48641|946834|Studio|51%-60%|44||||||
45223|934780|1-BR|41%-50%|7||||||
45223|934780|1-BR|51%-60%|12||||||
45223|934780|2-BR|41%-50%|12||||||
45223|934780|2-BR|51%-60%|19||||||
45223|934780|2-BR|Super|1||||||
45223|943249|Studio|41%-50%|9||||||
45223|943249|Studio|51%-60%|61||||||
48735|39110|2-BR|121%-130%|2|2165|2165|2165|||
48735|39110|Studio|121%-130%|6|1234|1234|1234|||
48735|39419|1-BR|121%-130%|9|1554|1554|1554|||
48735|39419|1-BR|71%-80%|6|635|848|585|||
48735|39419|1-BR|Super|1||||||
48735|39419|2-BR|121%-130%|1|1875|1875|1875|||
48735|39419|Studio|121%-130%|2|1234|1234|1234|||
48735|20752|1-BR|71%-80%|4|613|681|511|||
48735|20752|1-BR|91%-100%|1|1312|1312|1312|||
48735|20752|2-BR|121%-130%|1|2165|2165|2165|||
48735|20752|2-BR|71%-80%|3|779|816|774|||
48735|20752|2-BR|91%-100%|2|1584|1584|1584|||
48735|20752|Studio|71%-80%|4|548.5|1040|493|||
48735|20752|Studio|91%-100%|2|1040|1040|1040|||
48735|1327|2-BR|121%-130%|5|1875|2165|1875|||
48735|1327|2-BR|71%-80%|4|430.5|907|260|||
48937|21460|1-BR|121%-130%|19||||||
48928|806388|1-BR|111%-120%|95||||803|828|677
48928|806388|2-BR|111%-120%|119||||964|987|825
48928|806388|2-BR|Super|1||||||
48928|806388|3-BR|111%-120%|49||||1220|1230|832
48928|806388|7-BR|111%-120%|1||||801|801|801
48928|806388|Studio|111%-120%|48||||596|700|553
48928|97290|1-BR|111%-120%|97||||804|976|680
48928|97290|2-BR|111%-120%|119||||966|990|832
48928|97290|2-BR|Super|1||||||
48928|97290|3-BR|111%-120%|48||||1224|1232|1095
48928|97290|Studio|111%-120%|48||||643.5|705|573
48928|109464|1-BR|111%-120%|96||||826|839|698
48928|109464|2-BR|111%-120%|120||||987|1010|853
48928|109464|2-BR|Super|1||||||
48928|109464|3-BR|111%-120%|48||||1251|1263|1055
48928|109464|Studio|111%-120%|48||||613|721|587
48928|806181|1-BR|111%-120%|96||||839|874|704
48928|806181|2-BR|111%-120%|120||||1005|1028|814
48928|806181|2-BR|Super|1||||||
48928|806181|3-BR|111%-120%|48||||1268|1278|1138
48928|806181|Studio|111%-120%|48||||623|729|598
48928|806390|1-BR|111%-120%|96||||838.5|853|710
48928|806390|2-BR|111%-120%|119||||1002|1025|840
48928|806390|2-BR|Super|1||||||
48928|806390|3-BR|111%-120%|48||||1270|1279|1138
48928|806390|Studio|111%-120%|48||||623|729|533
48928|806390||111%-120%|1||||||
48928|806389|1-BR|111%-120%|96||||816|839|689
48928|806389|2-BR|111%-120%|121||||975|1232|839
48928|806389|2-BR|Super|1||||||
48928|806389|3-BR|111%-120%|47||||1233|1277|1102
48928|806389|Studio|111%-120%|48||||612.5|708|583
49276|944544|2-BR|71%-80%|6|1486|1486|1486|1433|1433|1433
49276|944544|3-BR|71%-80%|6|1709|1709|1709|1649|1649|1649
44306|926973|2-BR|31%-40%|1||||||
44306|926973|2-BR|51%-60%|1||||||
44306|926973|3-BR|31%-40%|1||||||
44306|926973|3-BR|51%-60%|1||||||
44306|926973|3-BR|71%-80%|2||||||
44306|926973|4-BR|51%-60%|1||||||
44888|949804|1-BR|41%-50%|1||||||
44888|949804|1-BR|51%-60%|16||||||
44888|949804|2-BR|41%-50%|2||||||
44888|949804|2-BR|51%-60%|35||||||
44888|949804|2-BR|Super|1||||||
44888|949804|3-BR|51%-60%|2||||||
44888|949804|Studio|51%-60%|58||||||
48013|60013|1-BR|51%-60%|14|877|877|877|||
48013|60013|2-BR|51%-60%|8|1062|1062|1062|||
